key,zh-CN,zh-TW,en-US,fr-FR,ja-JP,ko-KR,ru-RU,es-ES,de-DE,pt-PT,id-ID,ar-SA
"Table-backed models nothing in the menu tree points to. A sub table or a popup form is legitimately menu-less, so read this as candidates, not as defects.","有数据表但菜单树里没有入口的模型。子表和弹窗表单本来就不需要菜单，所以这是候选名单，不是缺陷清单。","有資料表但選單樹裡沒有入口的模型。子表和彈窗表單本來就不需要選單，所以這是候選名單，不是缺陷清單。","Table-backed models nothing in the menu tree points to. A sub table or a popup form is legitimately menu-less, so read this as candidates, not as defects.","Modèles adossés à une table que rien n'atteint dans l'arbre des menus. Une sous-table ou un formulaire en popup se passe légitimement de menu : lisez cette liste comme des candidats, pas comme des défauts.",テーブルを持つのにメニューツリーからたどり着けないモデル。サブテーブルやポップアップフォームはメニューが無くて当然なので、欠陥ではなく候補として読んでください。,"테이블은 있지만 메뉴 트리에서 가리키지 않는 모델. 서브 테이블이나 팝업 폼은 원래 메뉴가 없어도 되므로, 결함이 아니라 후보 목록으로 보세요.","Модели с таблицей, на которые не ссылается ни один пункт меню. Подтаблица или всплывающая форма законно обходятся без меню — читайте это как кандидатов, а не дефекты.","Modelos con tabla a los que nada apunta en el árbol de menús. Una subtabla o un formulario emergente puede prescindir de menú legítimamente: léalo como candidatos, no como defectos.","Tabellengestützte Modelle, auf die im Menübaum nichts zeigt. Eine Untertabelle oder ein Popup-Formular kommt zu Recht ohne Menü aus — lesen Sie das als Kandidaten, nicht als Mängel.","Modelos com tabela para os quais nada aponta na árvore de menus. Uma subtabela ou um formulário em popup dispensa menu legitimamente: leia isto como candidatos, não como defeitos.","Model bertabel yang tidak ditunjuk oleh apa pun di pohon menu. Subtabel atau formulir popup memang wajar tanpa menu, jadi baca ini sebagai kandidat, bukan cacat.","نماذج لها جداول ولا يشير إليها شيء في شجرة القوائم. الجدول الفرعي أو النموذج المنبثق لا يحتاج قائمة بطبيعته، فاقرأ هذه القائمة كمرشحين لا كعيوب."
"How many models break if this one changes, following data relations backwards. The bar splits the count by distance: solid is one hop away, lighter shades are two and three or more. A high number is not a defect — it marks the models that need care.","如果改动这个模型，会有多少模型受影响——沿数据关系反向追踪。条形按距离拆分：实色是一跳，浅色是两跳和三跳以上。数字大不是缺陷，只是标出需要小心对待的模型。","如果改動這個模型，會有多少模型受影響——沿資料關係反向追蹤。長條按距離拆分：實色是一跳，淺色是兩跳和三跳以上。數字大不是缺陷，只是標出需要小心對待的模型。","How many models break if this one changes, following data relations backwards. The bar splits the count by distance: solid is one hop away, lighter shades are two and three or more. A high number is not a defect — it marks the models that need care.","Combien de modèles cassent si celui-ci change, en remontant les relations de données. La barre répartit le compte par distance : plein pour un saut, teintes plus claires pour deux puis trois sauts et plus. Un nombre élevé n'est pas un défaut : il désigne les modèles à manier avec soin.",このモデルを変更したときに壊れるモデルの数を、データ関係を逆向きにたどって数えます。バーは距離で分割され、濃い色が 1 ホップ、薄い色が 2 ホップと 3 ホップ以上です。数が大きくても欠陥ではなく、慎重に扱うべきモデルの印です。,"이 모델을 바꾸면 몇 개의 모델이 깨지는지를 데이터 관계를 거꾸로 따라가며 셉니다. 막대는 거리별로 나뉘어 진한 색이 1홉, 옅은 색이 2홉과 3홉 이상입니다. 숫자가 크다고 결함은 아니며, 조심히 다뤄야 할 모델을 나타냅니다.","Сколько моделей сломается при изменении этой — по связям данных в обратную сторону. Полоса разбита по расстоянию: сплошной цвет — один шаг, более светлые — два и три и более. Большое число не дефект, а метка моделей, требующих аккуратности.","Cuántos modelos se rompen si este cambia, siguiendo las relaciones de datos hacia atrás. La barra reparte el total por distancia: sólido es un salto, los tonos claros son dos y tres o más. Un número alto no es un defecto: marca los modelos que hay que tratar con cuidado.","Wie viele Modelle brechen, wenn dieses sich ändert — rückwärts entlang der Datenbeziehungen. Der Balken teilt die Zahl nach Distanz: kräftig ist ein Sprung, hellere Töne sind zwei und drei oder mehr. Eine hohe Zahl ist kein Mangel, sie markiert die Modelle, die Sorgfalt brauchen.","Quantos modelos quebram se este mudar, seguindo as relações de dados ao contrário. A barra divide a contagem por distância: sólido é um salto, os tons mais claros são dois e três ou mais. Um número alto não é um defeito — assinala os modelos que exigem cuidado.","Berapa banyak model yang rusak jika model ini berubah, ditelusuri mundur lewat relasi data. Batangnya membagi hitungan menurut jarak: warna pekat satu lompatan, warna lebih terang dua dan tiga atau lebih. Angka besar bukan cacat — itu menandai model yang perlu kehati-hatian.","كم نموذجاً يتعطل إذا تغيّر هذا النموذج، بتتبّع علاقات البيانات عكسياً. يقسم الشريط العدد حسب المسافة: اللون الصريح قفزة واحدة، والدرجات الأفتح قفزتان ثم ثلاث فأكثر. والعدد الكبير ليس عيباً، بل يشير إلى النماذج التي تحتاج عناية."
Row → column: how many relations point from the row module into the column module. The rounded diagonal is inside-module coupling. Click any cell for the relations behind it.,行 → 列：从行所在模块指向列所在模块的关系数量。圆角对角线是模块内部耦合。点击任意格子可查看背后的关系。,列 → 欄：從列所在模組指向欄所在模組的關係數量。圓角對角線是模組內部耦合。點擊任意格子可查看背後的關係。,Row → column: how many relations point from the row module into the column module. The rounded diagonal is inside-module coupling. Click any cell for the relations behind it.,Ligne → colonne : combien de relations partent du module en ligne vers le module en colonne. La diagonale arrondie est le couplage interne au module. Cliquez sur une cellule pour voir les relations sous-jacentes.,行 → 列：行のモジュールから列のモジュールへ向かう関係の数です。角丸の対角線はモジュール内部の結合を表します。セルをクリックすると背後の関係が見られます。,행 → 열: 행 모듈에서 열 모듈로 향하는 관계 수입니다. 둥근 대각선은 모듈 내부 결합입니다. 셀을 클릭하면 그 뒤의 관계를 볼 수 있습니다.,"Строка → столбец: сколько связей идёт из модуля строки в модуль столбца. Скруглённая диагональ — связность внутри модуля. Нажмите на ячейку, чтобы увидеть сами связи.",Fila → columna: cuántas relaciones van del módulo de la fila al módulo de la columna. La diagonal redondeada es el acoplamiento dentro del módulo. Haga clic en una celda para ver las relaciones que hay detrás.,"Zeile → Spalte: wie viele Beziehungen vom Zeilenmodul ins Spaltenmodul zeigen. Die abgerundete Diagonale ist die Kopplung innerhalb eines Moduls. Eine Zelle anklicken, um die Beziehungen dahinter zu sehen.",Linha → coluna: quantas relações apontam do módulo da linha para o módulo da coluna. A diagonal arredondada é o acoplamento dentro do módulo. Clique numa célula para ver as relações por trás.,Baris → kolom: berapa banyak relasi yang menunjuk dari modul baris ke modul kolom. Diagonal membulat adalah keterkaitan di dalam modul. Klik sel mana pun untuk melihat relasi di baliknya.,الصف ← العمود: كم علاقة تتجه من وحدة الصف إلى وحدة العمود. والقطر ذو الزوايا الدائرية هو الترابط داخل الوحدة نفسها. انقر أي خلية لعرض العلاقات وراءها.
fields,字段,欄位,fields,champs,フィールド,필드,полей,campos,Felder,campos,bidang,حقول
Power,权限,權限,Power,Droits,権限,권한,Права,Permisos,Rechte,Permissões,Wewenang,الصلاحيات
Models,模型,模型,Models,Modèles,モデル,모델,Модели,Modelos,Modelle,Modelos,Model,النماذج
With a menu,有菜单,有選單,With a menu,Avec un menu,メニューあり,메뉴 있음,С меню,Con menú,Mit Menü,Com menu,Punya menu,لها قائمة
Delete on,开着删除,開著刪除,Delete on,Suppression active,削除が有効,삭제 켜짐,Удаление включено,Borrado activo,Löschen aktiv,Eliminação ativa,Hapus aktif,الحذف مفعّل
Drifted,对不上,對不上,Drifted,Désaccords,食い違い,불일치,Расхождений,Desajustes,Abweichungen,Desajustes,Tak sinkron,غير متطابق
Menu drift,菜单对账,選單對帳,Menu drift,Désaccord des menus,メニューとの食い違い,메뉴 불일치,Расхождение с меню,Desajuste de menús,Menü-Abweichung,Desajuste de menus,Ketaksesuaian menu,تعارض القوائم
Declared power,声明的权限,宣告的權限,Declared power,Droits déclarés,宣言された権限,선언된 권한,Объявленные права,Permisos declarados,Deklarierte Rechte,Permissões declaradas,Wewenang yang dideklarasikan,الصلاحيات المعلنة
Handler,处理器,處理器,Handler,Handler,ハンドラ,핸들러,Обработчик,Handler,Handler,Handler,Handler,المعالج
no menu,无菜单,無選單,no menu,sans menu,メニュー無し,메뉴 없음,без меню,sin menú,ohne Menü,sem menu,tanpa menu,بلا قائمة
no button,没有按钮,沒有按鈕,no button,pas de bouton,ボタン無し,버튼 없음,нет кнопки,sin botón,kein Button,sem botão,tanpa tombol,بلا زر
button,按钮,按鈕,button,bouton,ボタン,버튼,кнопка,botón,Button,botão,tombol,زر
is off,是关的,是關的,is off,est désactivé,は無効です,는 꺼져 있습니다,выключено,está desactivado,ist aus,está desativado,sedang mati,معطّل
"power is on, the menu has no button","权限开着，但菜单里没有对应按钮","權限開著，但選單裡沒有對應按鈕","power is on, the menu has no button","le droit est actif, le menu n'a pas de bouton","権限は有効ですが、メニューに対応するボタンがありません",권한은 켜져 있지만 메뉴에 버튼이 없습니다,"право включено, но в меню нет кнопки","el permiso está activo, el menú no tiene botón","das Recht ist aktiv, im Menü fehlt der Button","a permissão está ativa, o menu não tem botão","wewenang aktif, menu tidak punya tombol",الصلاحية مفعّلة ولا يوجد زر في القائمة
menu-less models carry no function buttons and are not checked,"没有菜单的模型不会生成功能按钮，不参与对账","沒有選單的模型不會產生功能按鈕，不參與對帳",menu-less models carry no function buttons and are not checked,les modèles sans menu n'ont pas de boutons de fonction et ne sont pas vérifiés,メニューのないモデルは機能ボタンを持たないため照合対象外です,메뉴가 없는 모델은 기능 버튼이 없어 검사 대상이 아닙니다,модели без меню не имеют функциональных кнопок и не проверяются,los modelos sin menú no tienen botones de función y no se comprueban,Modelle ohne Menü tragen keine Funktionsbuttons und werden nicht geprüft,modelos sem menu não têm botões de função e não são verificados,model tanpa menu tidak memiliki tombol fungsi dan tidak diperiksa,النماذج بلا قوائم لا تحمل أزرار وظائف ولا تخضع للفحص
Every function button matches the power behind it.,每个功能按钮都和背后的权限对得上。,每個功能按鈕都和背後的權限對得上。,Every function button matches the power behind it.,Chaque bouton de fonction correspond au droit qui le porte.,すべての機能ボタンが背後の権限と一致しています。,모든 기능 버튼이 뒤의 권한과 일치합니다.,Каждая функциональная кнопка соответствует своему праву.,Cada botón de función coincide con el permiso que lo respalda.,Jeder Funktionsbutton passt zum Recht dahinter.,Cada botão de função corresponde à permissão por trás dele.,Setiap tombol fungsi cocok dengan wewenang di baliknya.,كل زر وظيفة يطابق الصلاحية التي وراءه.
No model matches.,没有匹配的模型。,沒有匹配的模型。,No model matches.,Aucun modèle ne correspond.,一致するモデルがありません。,일치하는 모델이 없습니다.,Нет подходящих моделей.,Ningún modelo coincide.,Kein Modell passt.,Nenhum modelo corresponde.,Tidak ada model yang cocok.,لا يوجد نموذج مطابق.
"Function buttons are written once, when the menu is created, from the power flags as they stood then. A flag turned on afterwards never grows a button, and a permission nobody can be granted is a capability nobody has.","功能按钮只在菜单创建时写入一次，依据的是当时的权限开关。之后再打开的开关不会长出按钮，而一个没人能被授予的权限，等于一个没人拥有的能力。","功能按鈕只在選單建立時寫入一次，依據的是當時的權限開關。之後再打開的開關不會長出按鈕，而一個沒人能被授予的權限，等於一個沒人擁有的能力。","Function buttons are written once, when the menu is created, from the power flags as they stood then. A flag turned on afterwards never grows a button, and a permission nobody can be granted is a capability nobody has.","Les boutons de fonction sont écrits une seule fois, à la création du menu, d'après les droits tels qu'ils étaient alors. Un droit activé ensuite ne fait jamais apparaître de bouton, et une permission que personne ne peut recevoir est une capacité que personne n'a.","機能ボタンはメニュー作成時に一度だけ、その時点の権限フラグから書き込まれます。あとで有効にしたフラグにはボタンが生えず、誰にも付与できない権限は誰も持てない機能と同じです。","기능 버튼은 메뉴를 만들 때 그 시점의 권한 플래그로 한 번만 기록됩니다. 나중에 켠 플래그는 버튼이 생기지 않고, 아무에게도 부여할 수 없는 권한은 아무도 가지지 못한 기능입니다.","Функциональные кнопки записываются один раз, при создании меню, по флагам прав на тот момент. Включённый позже флаг кнопку не отрастит, а право, которое некому выдать, — это возможность, которой ни у кого нет.","Los botones de función se escriben una sola vez, al crear el menú, según los permisos de ese momento. Un permiso activado después nunca genera botón, y un permiso que nadie puede recibir es una capacidad que nadie tiene.","Funktionsbuttons werden einmal geschrieben, beim Anlegen des Menüs, aus den Rechte-Flags von damals. Ein später gesetztes Flag bekommt nie einen Button, und ein Recht, das niemandem erteilt werden kann, ist eine Fähigkeit, die niemand hat.","Os botões de função são escritos uma só vez, na criação do menu, a partir das permissões de então. Uma permissão ativada depois nunca gera botão, e uma permissão que ninguém pode receber é uma capacidade que ninguém tem.","Tombol fungsi ditulis sekali saja, saat menu dibuat, berdasarkan flag wewenang saat itu. Flag yang dinyalakan setelahnya tidak akan menumbuhkan tombol, dan wewenang yang tak bisa diberikan kepada siapa pun adalah kemampuan yang tak dimiliki siapa pun.","تُكتب أزرار الوظائف مرة واحدة عند إنشاء القائمة، وفق رايات الصلاحيات كما كانت حينها. والراية التي تُفعَّل لاحقاً لا يَنبت لها زر، والصلاحية التي لا يمكن منحها لأحد قدرة لا يملكها أحد."
"What each model allows, straight off @Power. The first six are the ones upms gates with a menu button — a dot on those columns means the button is missing.","每个模型允许什么，直接读自 @Power。前六项是 upms 用菜单按钮把关的，这几列出现感叹号就说明按钮缺了。","每個模型允許什麼，直接讀自 @Power。前六項是 upms 用選單按鈕把關的，這幾欄出現驚嘆號就說明按鈕缺了。","What each model allows, straight off @Power. The first six are the ones upms gates with a menu button — a dot on those columns means the button is missing.","Ce que chaque modèle autorise, directement d'après @Power. Les six premières colonnes sont celles que l'upms contrôle par un bouton de menu : une alerte y signale un bouton manquant.","各モデルが何を許可しているかを @Power からそのまま読み出したものです。最初の 6 列は upms がメニューボタンで制御する項目で、そこに印が付けばボタンが欠けています。","각 모델이 무엇을 허용하는지 @Power에서 그대로 읽습니다. 앞의 여섯 개는 upms가 메뉴 버튼으로 통제하는 항목이며, 그 열에 표시가 뜨면 버튼이 없다는 뜻입니다.","Что разрешает каждая модель — прямо из @Power. Первые шесть колонки upms закрывает кнопкой меню: отметка в них означает, что кнопки нет.","Lo que permite cada modelo, directamente de @Power. Las seis primeras son las que upms controla con un botón de menú: una marca en esas columnas indica que falta el botón.","Was jedes Modell erlaubt, direkt aus @Power. Die ersten sechs steuert upms über einen Menü-Button — ein Zeichen in diesen Spalten heißt, der Button fehlt.","O que cada modelo permite, diretamente de @Power. As seis primeiras são as que o upms controla com um botão de menu: uma marca nessas colunas indica que falta o botão.","Apa yang diizinkan setiap model, langsung dari @Power. Enam kolom pertama dikawal upms lewat tombol menu — tanda di kolom itu berarti tombolnya hilang.","ما يسمح به كل نموذج، مأخوذاً مباشرة من @Power. الأعمدة الستة الأولى هي ما تحرسه upms بزر في القائمة، وظهور علامة فيها يعني أن الزر مفقود."
